"","names","ensb","hugo"
"459","ENSG00000026025.9","ENSG00000026025","VIM"
"460","ENSG00000026036.16","ENSG00000026036","RTEL1-TNFRSF6B"
"461","ENSG00000026103.15","ENSG00000026103","FAS"
"462","ENSG00000026297.11","ENSG00000026297","RNASET2"
"463","ENSG00000026508.12","ENSG00000026508","CD44"
"464","ENSG00000026559.9","ENSG00000026559","KCNG1"
"465","ENSG00000026652.9","ENSG00000026652","AGPAT4"
"466","ENSG00000026751.12","ENSG00000026751","SLAMF7"
"467","ENSG00000026950.12","ENSG00000026950","BTN3A1"
"468","ENSG00000027001.7","ENSG00000027001","MIPEP"
"469","ENSG00000027075.9","ENSG00000027075","PRKCH"
"470","ENSG00000027644.4","ENSG00000027644","INSRR"
"471","ENSG00000027697.8","ENSG00000027697","IFNGR1"
"472","ENSG00000027847.9","ENSG00000027847","B4GALT7"
"473","ENSG00000027869.7","ENSG00000027869","SH2D2A"
"474","ENSG00000028116.12","ENSG00000028116","VRK2"
"475","ENSG00000028137.12","ENSG00000028137","TNFRSF1B"
"476","ENSG00000028203.13","ENSG00000028203","VEZT"
"477","ENSG00000028277.16","ENSG00000028277","POU2F2"
"478","ENSG00000028310.13","ENSG00000028310","BRD9"
"479","ENSG00000028528.10","ENSG00000028528","SNX1"
"480","ENSG00000028839.5","ENSG00000028839","TBPL1"
"481","ENSG00000029153.10","ENSG00000029153","ARNTL2"
"482","ENSG00000029363.11","ENSG00000029363","BCLAF1"
"483","ENSG00000029364.7","ENSG00000029364","SLC39A9"
"484","ENSG00000029534.15","ENSG00000029534","ANK1"
"485","ENSG00000029559.5","ENSG00000029559","IBSP"
"486","ENSG00000029639.6","ENSG00000029639","TFB1M"
"487","ENSG00000029725.12","ENSG00000029725","RABEP1"
"488","ENSG00000029993.10","ENSG00000029993","HMGB3"
"489","ENSG00000030066.9","ENSG00000030066","NUP160"
"490","ENSG00000030110.8","ENSG00000030110","BAK1"
"491","ENSG00000030304.8","ENSG00000030304","MUSK"
"492","ENSG00000030419.12","ENSG00000030419","IKZF2"
"493","ENSG00000030582.12","ENSG00000030582","GRN"
"494","ENSG00000031003.6","ENSG00000031003","FAM13B"
"495","ENSG00000031081.6","ENSG00000031081","ARHGAP31"
"496","ENSG00000031544.10","ENSG00000031544","ENSG00000031544.10"
"497","ENSG00000031691.6","ENSG00000031691","CENPQ"
"498","ENSG00000031698.8","ENSG00000031698","SARS"
"499","ENSG00000031823.10","ENSG00000031823","RANBP3"
"500","ENSG00000032219.14","ENSG00000032219","ARID4A"
"501","ENSG00000032389.8","ENSG00000032389","TSSC1"
"502","ENSG00000032444.11","ENSG00000032444","PNPLA6"
"503","ENSG00000032742.13","ENSG00000032742","IFT88"
"504","ENSG00000033011.7","ENSG00000033011","ALG1"
"505","ENSG00000033030.9","ENSG00000033030","ZCCHC8"
"506","ENSG00000033050.3","ENSG00000033050","ABCF2"
"507","ENSG00000033100.10","ENSG00000033100","CHPF2"
"508","ENSG00000033122.14","ENSG00000033122","LRRC7"
"509","ENSG00000033170.12","ENSG00000033170","FUT8"
"510","ENSG00000033178.8","ENSG00000033178","UBA6"
"511","ENSG00000033327.8","ENSG00000033327","GAB2"
"512","ENSG00000033627.10","ENSG00000033627","ATP6V0A1"
"513","ENSG00000033800.9","ENSG00000033800","PIAS1"
"514","ENSG00000033867.12","ENSG00000033867","SLC4A7"
"515","ENSG00000034053.10","ENSG00000034053","APBA2"
"516","ENSG00000034063.9","ENSG00000034063","ENSG00000034063.9"
"517","ENSG00000034152.14","ENSG00000034152","MAP2K3"
"518","ENSG00000034239.6","ENSG00000034239","EFCAB1"
"519","ENSG00000034510.4","ENSG00000034510","TMSB10"
"520","ENSG00000034533.7","ENSG00000034533","ASTE1"
"521","ENSG00000034677.7","ENSG00000034677","RNF19A"
"522","ENSG00000034693.10","ENSG00000034693","PEX3"
"523","ENSG00000034713.3","ENSG00000034713","GABARAPL2"
"524","ENSG00000034971.10","ENSG00000034971","MYOC"
"525","ENSG00000035115.17","ENSG00000035115","SH3YL1"
"526","ENSG00000035141.3","ENSG00000035141","FAM136A"
"527","ENSG00000035403.12","ENSG00000035403","VCL"
"528","ENSG00000035499.8","ENSG00000035499","DEPDC1B"
"529","ENSG00000035664.7","ENSG00000035664","DAPK2"
"530","ENSG00000035681.3","ENSG00000035681","NSMAF"
"531","ENSG00000035687.9","ENSG00000035687","ADSS"
"532","ENSG00000035720.3","ENSG00000035720","STAP1"
"533","ENSG00000035862.8","ENSG00000035862","TIMP2"
"534","ENSG00000035928.10","ENSG00000035928","RFC1"
"535","ENSG00000036054.8","ENSG00000036054","TBC1D23"
"536","ENSG00000036257.8","ENSG00000036257","CUL3"
"537","ENSG00000036448.5","ENSG00000036448","MYOM2"
"538","ENSG00000036473.6","ENSG00000036473","OTC"
"539","ENSG00000036530.4","ENSG00000036530","CYP46A1"
"540","ENSG00000036549.8","ENSG00000036549","ZZZ3"
"541","ENSG00000036565.10","ENSG00000036565","SLC18A1"
"542","ENSG00000036672.11","ENSG00000036672","USP2"
"543","ENSG00000036828.9","ENSG00000036828","CASR"
"544","ENSG00000037042.8","ENSG00000037042","TUBG2"
"545","ENSG00000037241.3","ENSG00000037241","RPL26L1"
"546","ENSG00000037280.11","ENSG00000037280","FLT4"
"547","ENSG00000037474.10","ENSG00000037474","NSUN2"
"548","ENSG00000037637.6","ENSG00000037637","FBXO42"
"549","ENSG00000037749.7","ENSG00000037749","MFAP3"
"550","ENSG00000037757.9","ENSG00000037757","MRI1"
"551","ENSG00000037897.12","ENSG00000037897","METTL1"
"552","ENSG00000037965.4","ENSG00000037965","HOXC8"
"553","ENSG00000038002.4","ENSG00000038002","AGA"
"554","ENSG00000038210.9","ENSG00000038210","PI4K2B"
"555","ENSG00000038219.8","ENSG00000038219","BOD1L1"
"556","ENSG00000038274.12","ENSG00000038274","MAT2B"
"557","ENSG00000038295.3","ENSG00000038295","TLL1"
"558","ENSG00000038358.10","ENSG00000038358","EDC4"
"559","ENSG00000038382.13","ENSG00000038382","TRIO"
"560","ENSG00000038427.11","ENSG00000038427","VCAN"
"561","ENSG00000038532.10","ENSG00000038532","CLEC16A"
"562","ENSG00000038945.10","ENSG00000038945","MSR1"
"563","ENSG00000039068.14","ENSG00000039068","CDH1"
"564","ENSG00000039123.11","ENSG00000039123","SKIV2L2"
"565","ENSG00000039139.9","ENSG00000039139","DNAH5"
"566","ENSG00000039319.12","ENSG00000039319","ZFYVE16"
"567","ENSG00000039523.13","ENSG00000039523","RIPOR1"
"568","ENSG00000039537.9","ENSG00000039537","C6"
"569","ENSG00000039560.9","ENSG00000039560","RAI14"
"570","ENSG00000039600.6","ENSG00000039600","SOX30"
"571","ENSG00000039650.5","ENSG00000039650","PNKP"
"572","ENSG00000039987.2","ENSG00000039987","BEST2"
"573","ENSG00000040199.14","ENSG00000040199","PHLPP2"
"574","ENSG00000040275.12","ENSG00000040275","SPDL1"
"575","ENSG00000040341.13","ENSG00000040341","STAU2"
"576","ENSG00000040487.8","ENSG00000040487","PQLC2"
"577","ENSG00000040531.10","ENSG00000040531","CTNS"
"578","ENSG00000040608.9","ENSG00000040608","RTN4R"
"579","ENSG00000040633.8","ENSG00000040633","PHF23"
"580","ENSG00000040731.6","ENSG00000040731","CDH10"
"581","ENSG00000040933.11","ENSG00000040933","INPP4A"
"582","ENSG00000041353.5","ENSG00000041353","RAB27B"
"583","ENSG00000041357.11","ENSG00000041357","PSMA4"
"584","ENSG00000041515.11","ENSG00000041515","MYO16"
"585","ENSG00000041802.6","ENSG00000041802","LSG1"
"586","ENSG00000041880.10","ENSG00000041880","PARP3"
"587","ENSG00000041982.10","ENSG00000041982","TNC"
"588","ENSG00000041988.11","ENSG00000041988","THAP3"
"589","ENSG00000042062.7","ENSG00000042062","RIPOR3"
"590","ENSG00000042088.9","ENSG00000042088","TDP1"
"591","ENSG00000042286.10","ENSG00000042286","AIFM2"
"592","ENSG00000042304.6","ENSG00000042304","C2orf83"
"593","ENSG00000042317.12","ENSG00000042317","SPATA7"
"594","ENSG00000042429.6","ENSG00000042429","MED17"
"595","ENSG00000042445.9","ENSG00000042445","RETSAT"
"596","ENSG00000042493.11","ENSG00000042493","CAPG"
"597","ENSG00000042753.7","ENSG00000042753","AP2S1"
"598","ENSG00000042781.8","ENSG00000042781","USH2A"
"599","ENSG00000042813.3","ENSG00000042813","ZPBP"
"600","ENSG00000042832.7","ENSG00000042832","TG"
"601","ENSG00000042980.8","ENSG00000042980","ADAM28"
"602","ENSG00000043039.5","ENSG00000043039","BARX2"
"603","ENSG00000043093.9","ENSG00000043093","DCUN1D1"
"604","ENSG00000043143.16","ENSG00000043143","JADE2"
"605","ENSG00000043355.6","ENSG00000043355","ZIC2"
"606","ENSG00000043462.7","ENSG00000043462","LCP2"
"607","ENSG00000043514.11","ENSG00000043514","TRIT1"
"608","ENSG00000043591.4","ENSG00000043591","ADRB1"
"609","ENSG00000044012.3","ENSG00000044012","GUCA2B"
"610","ENSG00000044090.4","ENSG00000044090","CUL7"
"611","ENSG00000044115.16","ENSG00000044115","CTNNA1"
"612","ENSG00000044446.7","ENSG00000044446","PHKA2"
"613","ENSG00000044459.10","ENSG00000044459","CNTLN"
"614","ENSG00000044524.6","ENSG00000044524","EPHA3"
"615","ENSG00000044574.7","ENSG00000044574","HSPA5"
"616","ENSG00000046604.8","ENSG00000046604","DSG2"
"617","ENSG00000046647.9","ENSG00000046647","GEMIN8"
"618","ENSG00000046651.10","ENSG00000046651","OFD1"
"619","ENSG00000046653.10","ENSG00000046653","GPM6B"
"620","ENSG00000046774.9","ENSG00000046774","MAGEC2"
"621","ENSG00000046889.14","ENSG00000046889","PREX2"
"622","ENSG00000047056.10","ENSG00000047056","WDR37"
"623","ENSG00000047188.11","ENSG00000047188","YTHDC2"
"624","ENSG00000047230.10","ENSG00000047230","CTPS2"
"625","ENSG00000047249.12","ENSG00000047249","ATP6V1H"
"626","ENSG00000047315.10","ENSG00000047315","POLR2B"
"627","ENSG00000047346.8","ENSG00000047346","FAM214A"
"628","ENSG00000047365.7","ENSG00000047365","ARAP2"
"629","ENSG00000047410.9","ENSG00000047410","TPR"
"630","ENSG00000047457.9","ENSG00000047457","CP"
"631","ENSG00000047578.8","ENSG00000047578","KIAA0556"
"632","ENSG00000047579.15","ENSG00000047579","DTNBP1"
"633","ENSG00000047597.5","ENSG00000047597","XK"
"634","ENSG00000047617.10","ENSG00000047617","ANO2"
"635","ENSG00000047621.7","ENSG00000047621","C12orf4"
"636","ENSG00000047634.10","ENSG00000047634","SCML1"
"637","ENSG00000047644.13","ENSG00000047644","WWC3"
"638","ENSG00000047648.17","ENSG00000047648","ARHGAP6"
"639","ENSG00000047662.4","ENSG00000047662","FAM184B"
"640","ENSG00000047849.17","ENSG00000047849","MAP4"
"641","ENSG00000047932.9","ENSG00000047932","GOPC"
"642","ENSG00000047936.6","ENSG00000047936","ROS1"
"643","ENSG00000048028.7","ENSG00000048028","USP28"
"644","ENSG00000048052.17","ENSG00000048052","HDAC9"
"645","ENSG00000048140.13","ENSG00000048140","TSPAN17"
"646","ENSG00000048162.15","ENSG00000048162","NOP16"
"647","ENSG00000048342.11","ENSG00000048342","CC2D2A"
"648","ENSG00000048392.7","ENSG00000048392","RRM2B"
"649","ENSG00000048405.5","ENSG00000048405","ZNF800"
"650","ENSG00000048462.6","ENSG00000048462","TNFRSF17"
"651","ENSG00000048471.9","ENSG00000048471","SNX29"
"652","ENSG00000048540.10","ENSG00000048540","LMO3"
"653","ENSG00000048544.5","ENSG00000048544","MRPS10"
"654","ENSG00000048545.9","ENSG00000048545","GUCA1A"
"655","ENSG00000048649.9","ENSG00000048649","RSF1"
"656","ENSG00000048707.9","ENSG00000048707","VPS13D"
"657","ENSG00000048740.13","ENSG00000048740","CELF2"
"658","ENSG00000048828.12","ENSG00000048828","FAM120A"
"659","ENSG00000048991.12","ENSG00000048991","R3HDM1"
"660","ENSG00000049089.9","ENSG00000049089","COL9A2"
"661","ENSG00000049130.9","ENSG00000049130","KITLG"
"662","ENSG00000049167.9","ENSG00000049167","ERCC8"
"663","ENSG00000049192.10","ENSG00000049192","ADAMTS6"
"664","ENSG00000049239.8","ENSG00000049239","H6PD"
"665","ENSG00000049245.8","ENSG00000049245","VAMP3"
"666","ENSG00000049246.10","ENSG00000049246","PER3"
"667","ENSG00000049247.9","ENSG00000049247","UTS2"
"668","ENSG00000049249.4","ENSG00000049249","TNFRSF9"
"669","ENSG00000049283.13","ENSG00000049283","EPN3"
"670","ENSG00000049319.2","ENSG00000049319","ENSG00000049319.2"
"671","ENSG00000049323.11","ENSG00000049323","LTBP1"
"672","ENSG00000049449.4","ENSG00000049449","RCN1"
"673","ENSG00000049540.12","ENSG00000049540","ELN"
"674","ENSG00000049541.6","ENSG00000049541","RFC2"
"675","ENSG00000049618.17","ENSG00000049618","ARID1B"
"676","ENSG00000049656.9","ENSG00000049656","CLPTM1L"
"677","ENSG00000049759.12","ENSG00000049759","NEDD4L"
"678","ENSG00000049768.10","ENSG00000049768","FOXP3"
"679","ENSG00000049769.8","ENSG00000049769","PPP1R3F"
"680","ENSG00000049860.9","ENSG00000049860","HEXB"
"681","ENSG00000049883.10","ENSG00000049883","PTCD2"
"682","ENSG00000050030.9","ENSG00000050030","KIAA2022"
"683","ENSG00000050130.13","ENSG00000050130","JKAMP"
"684","ENSG00000050165.13","ENSG00000050165","DKK3"
"685","ENSG00000050327.10","ENSG00000050327","ARHGEF5"
"686","ENSG00000050344.8","ENSG00000050344","NFE2L3"
"687","ENSG00000050393.7","ENSG00000050393","MCUR1"
"688","ENSG00000050405.9","ENSG00000050405","LIMA1"
"689","ENSG00000050426.11","ENSG00000050426","LETMD1"
"690","ENSG00000050438.12","ENSG00000050438","SLC4A8"
"691","ENSG00000050555.13","ENSG00000050555","LAMC3"
"692","ENSG00000050628.16","ENSG00000050628","PTGER3"
"693","ENSG00000050730.11","ENSG00000050730","TNIP3"
"694","ENSG00000050748.13","ENSG00000050748","MAPK9"
"695","ENSG00000050767.11","ENSG00000050767","COL23A1"
"696","ENSG00000050820.12","ENSG00000050820","BCAR1"
"697","ENSG00000051009.6","ENSG00000051009","FAM160A2"
"698","ENSG00000051108.10","ENSG00000051108","HERPUD1"
"699","ENSG00000051128.14","ENSG00000051128","HOMER3"
"700","ENSG00000051180.12","ENSG00000051180","RAD51"
"701","ENSG00000051341.9","ENSG00000051341","POLQ"
"702","ENSG00000051382.4","ENSG00000051382","PIK3CB"
"703","ENSG00000051523.6","ENSG00000051523","CYBA"
"704","ENSG00000051596.5","ENSG00000051596","THOC3"
"705","ENSG00000051620.6","ENSG00000051620","HEBP2"
"706","ENSG00000051825.10","ENSG00000051825","MPHOSPH9"
"707","ENSG00000052126.10","ENSG00000052126","PLEKHA5"
"708","ENSG00000052344.11","ENSG00000052344","PRSS8"
"709","ENSG00000052723.7","ENSG00000052723","SIKE1"
"710","ENSG00000052749.9","ENSG00000052749","RRP12"
"711","ENSG00000052795.8","ENSG00000052795","FNIP2"
"712","ENSG00000052802.8","ENSG00000052802","MSMO1"
"713","ENSG00000052841.10","ENSG00000052841","TTC17"
"714","ENSG00000052850.5","ENSG00000052850","ALX4"
"715","ENSG00000053108.12","ENSG00000053108","FSTL4"
"716","ENSG00000053254.11","ENSG00000053254","FOXN3"
"717","ENSG00000053328.8","ENSG00000053328","METTL24"
"718","ENSG00000053371.8","ENSG00000053371","AKR7A2"
"719","ENSG00000053372.4","ENSG00000053372","MRTO4"
"720","ENSG00000053438.7","ENSG00000053438","NNAT"
"721","ENSG00000053501.8","ENSG00000053501","USE1"
"722","ENSG00000053524.7","ENSG00000053524","MCF2L2"
"723","ENSG00000053702.10","ENSG00000053702","NRIP2"
"724","ENSG00000053747.11","ENSG00000053747","LAMA3"
"725","ENSG00000053770.7","ENSG00000053770","AP5M1"
"726","ENSG00000053900.6","ENSG00000053900","ANAPC4"
"727","ENSG00000053918.11","ENSG00000053918","KCNQ1"
"728","ENSG00000054116.7","ENSG00000054116","TRAPPC3"
"729","ENSG00000054118.9","ENSG00000054118","THRAP3"
"730","ENSG00000054148.13","ENSG00000054148","PHPT1"
"731","ENSG00000054179.7","ENSG00000054179","ENTPD2"
"732","ENSG00000054219.9","ENSG00000054219","LY75"
"733","ENSG00000054267.16","ENSG00000054267","ARID4B"
"734","ENSG00000054277.8","ENSG00000054277","OPN3"
"735","ENSG00000054282.11","ENSG00000054282","SDCCAG8"
"736","ENSG00000054356.9","ENSG00000054356","PTPRN"
"737","ENSG00000054392.8","ENSG00000054392","HHAT"
"738","ENSG00000054523.12","ENSG00000054523","KIF1B"
"739","ENSG00000054598.5","ENSG00000054598","FOXC1"
"740","ENSG00000054611.9","ENSG00000054611","TBC1D22A"
"741","ENSG00000054654.11","ENSG00000054654","SYNE2"
"742","ENSG00000054690.9","ENSG00000054690","PLEKHH1"
"743","ENSG00000054793.9","ENSG00000054793","ATP9A"
"744","ENSG00000054796.8","ENSG00000054796","SPO11"
"745","ENSG00000054803.3","ENSG00000054803","CBLN4"
"746","ENSG00000054938.11","ENSG00000054938","CHRDL2"
"747","ENSG00000054965.6","ENSG00000054965","FAM168A"
"748","ENSG00000054967.8","ENSG00000054967","RELT"
"749","ENSG00000054983.12","ENSG00000054983","GALC"
"750","ENSG00000055044.6","ENSG00000055044","NOP58"
"751","ENSG00000055070.12","ENSG00000055070","SZRD1"
"752","ENSG00000055118.10","ENSG00000055118","KCNH2"
"753","ENSG00000055130.11","ENSG00000055130","CUL1"
"754","ENSG00000055147.13","ENSG00000055147","FAM114A2"
"755","ENSG00000055163.14","ENSG00000055163","CYFIP2"
"756","ENSG00000055208.13","ENSG00000055208","TAB2"
"757","ENSG00000055211.8","ENSG00000055211","GINM1"
"758","ENSG00000055332.12","ENSG00000055332","EIF2AK2"
"759","ENSG00000055483.15","ENSG00000055483","USP36"
"760","ENSG00000055609.13","ENSG00000055609","KMT2C"
"761","ENSG00000055732.8","ENSG00000055732","MCOLN3"
"762","ENSG00000055813.5","ENSG00000055813","CCDC85A"
"763","ENSG00000055917.11","ENSG00000055917","PUM2"
"764","ENSG00000055950.12","ENSG00000055950","MRPL43"
"765","ENSG00000055955.11","ENSG00000055955","ITIH4"
"766","ENSG00000055957.6","ENSG00000055957","ITIH1"
"767","ENSG00000056050.6","ENSG00000056050","HPF1"
"768","ENSG00000056097.11","ENSG00000056097","ZFR"
"769","ENSG00000056277.11","ENSG00000056277","ZNF280C"
"770","ENSG00000056291.13","ENSG00000056291","NPFFR2"
"771","ENSG00000056487.11","ENSG00000056487","PHF21B"
"772","ENSG00000056558.6","ENSG00000056558","TRAF1"
"773","ENSG00000056586.11","ENSG00000056586","RC3H2"
"774","ENSG00000056661.9","ENSG00000056661","ENSG00000056661.9"
"775","ENSG00000056736.5","ENSG00000056736","IL17RB"
"776","ENSG00000056972.14","ENSG00000056972","TRAF3IP2"
"777","ENSG00000056998.14","ENSG00000056998","GYG2"
"778","ENSG00000057019.11","ENSG00000057019","DCBLD2"
"779","ENSG00000057149.10","ENSG00000057149","SERPINB3"
"780","ENSG00000057252.8","ENSG00000057252","SOAT1"
"781","ENSG00000057294.9","ENSG00000057294","PKP2"
"782","ENSG00000057468.6","ENSG00000057468","MSH4"
"783","ENSG00000057593.9","ENSG00000057593","F7"
"784","ENSG00000057608.12","ENSG00000057608","GDI2"
"785","ENSG00000057657.10","ENSG00000057657","PRDM1"
"786","ENSG00000057663.8","ENSG00000057663","ATG5"
"787","ENSG00000057704.6","ENSG00000057704","TMCC3"
"788","ENSG00000057757.5","ENSG00000057757","PITHD1"
"789","ENSG00000057935.9","ENSG00000057935","MTA3"
"790","ENSG00000058056.4","ENSG00000058056","USP13"
"791","ENSG00000058063.11","ENSG00000058063","ATP11B"
"792","ENSG00000058085.10","ENSG00000058085","LAMC2"
"793","ENSG00000058091.12","ENSG00000058091","CDK14"
"794","ENSG00000058262.5","ENSG00000058262","SEC61A1"
"795","ENSG00000058272.11","ENSG00000058272","PPP1R12A"
"796","ENSG00000058335.11","ENSG00000058335","RASGRF1"
"797","ENSG00000058404.15","ENSG00000058404","CAMK2B"
"798","ENSG00000058453.12","ENSG00000058453","CROCC"
"799","ENSG00000058600.11","ENSG00000058600","POLR3E"
"800","ENSG00000058668.10","ENSG00000058668","ATP2B4"
"801","ENSG00000058673.11","ENSG00000058673","ZC3H11A"
"802","ENSG00000058729.6","ENSG00000058729","RIOK2"
"803","ENSG00000058799.9","ENSG00000058799","YIPF1"
"804","ENSG00000058804.10","ENSG00000058804","NDC1"
"805","ENSG00000058866.10","ENSG00000058866","DGKG"
"806","ENSG00000059122.12","ENSG00000059122","FLYWCH1"
"807","ENSG00000059145.14","ENSG00000059145","UNKL"
"808","ENSG00000059377.11","ENSG00000059377","TBXAS1"
"809","ENSG00000059378.8","ENSG00000059378","PARP12"
"810","ENSG00000059573.4","ENSG00000059573","ALDH18A1"
"811","ENSG00000059588.5","ENSG00000059588","TARBP1"
"812","ENSG00000059691.7","ENSG00000059691","GATB"
"813","ENSG00000059728.6","ENSG00000059728","MXD1"
"814","ENSG00000059758.3","ENSG00000059758","CDK17"
"815","ENSG00000059769.15","ENSG00000059769","DNAJC25"
"816","ENSG00000059804.11","ENSG00000059804","SLC2A3"
"817","ENSG00000059915.12","ENSG00000059915","PSD"
"818","ENSG00000060069.12","ENSG00000060069","CTDP1"
"819","ENSG00000060138.8","ENSG00000060138","YBX3"
"820","ENSG00000060140.4","ENSG00000060140","STYK1"
"821","ENSG00000060237.12","ENSG00000060237","WNK1"
"822","ENSG00000060303.5","ENSG00000060303","RPS17P5"
"823","ENSG00000060339.9","ENSG00000060339","CCAR1"
"824","ENSG00000060491.12","ENSG00000060491","OGFR"
"825","ENSG00000060558.3","ENSG00000060558","GNA15"
"826","ENSG00000060566.9","ENSG00000060566","CREB3L3"
"827","ENSG00000060642.6","ENSG00000060642","PIGV"
"828","ENSG00000060656.15","ENSG00000060656","PTPRU"
"829","ENSG00000060688.8","ENSG00000060688","SNRNP40"
"830","ENSG00000060709.9","ENSG00000060709","RIMBP2"
"831","ENSG00000060718.14","ENSG00000060718","COL11A1"
"832","ENSG00000060749.10","ENSG00000060749","QSER1"
"833","ENSG00000060762.14","ENSG00000060762","MPC1"
"834","ENSG00000060971.13","ENSG00000060971","ACAA1"
"835","ENSG00000060982.10","ENSG00000060982","BCAT1"
"836","ENSG00000061273.13","ENSG00000061273","HDAC7"
"837","ENSG00000061337.11","ENSG00000061337","LZTS1"
"838","ENSG00000061455.10","ENSG00000061455","PRDM6"
"839","ENSG00000061492.7","ENSG00000061492","WNT8A"
"840","ENSG00000061656.5","ENSG00000061656","SPAG4"
"841","ENSG00000061676.10","ENSG00000061676","NCKAP1"
"842","ENSG00000061794.8","ENSG00000061794","MRPS35"
"843","ENSG00000061918.8","ENSG00000061918","GUCY1B3"
"844","ENSG00000061936.5","ENSG00000061936","SFSWAP"
"845","ENSG00000061938.12","ENSG00000061938","TNK2"
"846","ENSG00000061987.10","ENSG00000061987","MON2"
"847","ENSG00000062038.9","ENSG00000062038","CDH3"
"848","ENSG00000062096.10","ENSG00000062096","ARSF"
"849","ENSG00000062194.11","ENSG00000062194","GPBP1"
"850","ENSG00000062282.10","ENSG00000062282","DGAT2"
"851","ENSG00000062370.12","ENSG00000062370","ZNF112"
"852","ENSG00000062485.14","ENSG00000062485","CS"
"853","ENSG00000062524.11","ENSG00000062524","LTK"
