"","names","ensb","hugo"
"49541","ENSG00000260394.2","ENSG00000260394","Z92544.1"
"49542","ENSG00000260395.1","ENSG00000260395","AC092119.1"
"49543","ENSG00000260396.1","ENSG00000260396","ENSG00000260396"
"49544","ENSG00000260398.1","ENSG00000260398","AC068700.1"
"49545","ENSG00000260399.1","ENSG00000260399","AC100756.1"
"49546","ENSG00000260400.1","ENSG00000260400","AL513534.1"
"49547","ENSG00000260401.1","ENSG00000260401","AP002761.4"
"49548","ENSG00000260402.1","ENSG00000260402","AC133485.2"
"49549","ENSG00000260403.1","ENSG00000260403","AC120498.3"
"49550","ENSG00000260404.2","ENSG00000260404","AC110079.1"
"49551","ENSG00000260405.1","ENSG00000260405","AC109446.1"
"49552","ENSG00000260406.1","ENSG00000260406","AC009852.1"
"49553","ENSG00000260409.1","ENSG00000260409","AC012414.5"
"49554","ENSG00000260410.2","ENSG00000260410","AC040169.2"
"49555","ENSG00000260411.2","ENSG00000260411","AC074051.2"
"49556","ENSG00000260412.1","ENSG00000260412","AL353746.1"
"49557","ENSG00000260413.1","ENSG00000260413","AC025279.2"
"49558","ENSG00000260414.1","ENSG00000260414","AC138869.1"
"49559","ENSG00000260415.3","ENSG00000260415","ENSG00000260415"
"49560","ENSG00000260416.1","ENSG00000260416","AL096828.2"
"49561","ENSG00000260417.1","ENSG00000260417","AC092127.1"
"49562","ENSG00000260418.1","ENSG00000260418","AL023284.4"
"49563","ENSG00000260419.1","ENSG00000260419","AC138869.2"
"49564","ENSG00000260420.1","ENSG00000260420","LINC02182"
"49565","ENSG00000260422.1","ENSG00000260422","Z97205.2"
"49566","ENSG00000260423.1","ENSG00000260423","LINC02367"
"49567","ENSG00000260425.1","ENSG00000260425","AL031709.1"
"49568","ENSG00000260426.1","ENSG00000260426","AC008060.4"
"49569","ENSG00000260427.1","ENSG00000260427","AGGF1P9"
"49570","ENSG00000260430.1","ENSG00000260430","AC099518.1"
"49571","ENSG00000260431.2","ENSG00000260431","AC074051.3"
"49572","ENSG00000260432.1","ENSG00000260432","ENSG00000260432.1"
"49573","ENSG00000260433.1","ENSG00000260433","LINC01917"
"49574","ENSG00000260436.1","ENSG00000260436","AC093525.3"
"49575","ENSG00000260438.1","ENSG00000260438","AC018552.1"
"49576","ENSG00000260439.1","ENSG00000260439","LMF1-AS1"
"49577","ENSG00000260440.1","ENSG00000260440","LINC01544"
"49578","ENSG00000260441.1","ENSG00000260441","AC020978.3"
"49579","ENSG00000260442.1","ENSG00000260442","ATP2A1-AS1"
"49580","ENSG00000260443.1","ENSG00000260443","AC127455.1"
"49581","ENSG00000260444.1","ENSG00000260444","AC138749.2"
"49582","ENSG00000260445.1","ENSG00000260445","AC011904.1"
"49583","ENSG00000260447.1","ENSG00000260447","AC009065.3"
"49584","ENSG00000260448.1","ENSG00000260448","LCMT1-AS1"
"49585","ENSG00000260449.1","ENSG00000260449","ENSG00000260449.1"
"49586","ENSG00000260450.1","ENSG00000260450","LINC02134"
"49587","ENSG00000260451.1","ENSG00000260451","GEMIN8P2"
"49588","ENSG00000260452.1","ENSG00000260452","TPRKBP2"
"49589","ENSG00000260454.1","ENSG00000260454","AL355607.2"
"49590","ENSG00000260455.1","ENSG00000260455","NBAT1"
"49591","ENSG00000260456.2","ENSG00000260456","C16orf95"
"49592","ENSG00000260457.2","ENSG00000260457","AC027458.1"
"49593","ENSG00000260459.2","ENSG00000260459","FTLP14"
"49594","ENSG00000260460.1","ENSG00000260460","AL365181.1"
"49595","ENSG00000260461.1","ENSG00000260461","AL133355.1"
"49596","ENSG00000260464.1","ENSG00000260464","AL049796.1"
"49597","ENSG00000260465.1","ENSG00000260465","AC018557.1"
"49598","ENSG00000260466.1","ENSG00000260466","AC126696.2"
"49599","ENSG00000260467.1","ENSG00000260467","AC018552.2"
"49600","ENSG00000260468.1","ENSG00000260468","LINC01290"
"49601","ENSG00000260469.1","ENSG00000260469","C15orf59-AS1"
"49602","ENSG00000260470.1","ENSG00000260470","AC023794.5"
"49603","ENSG00000260471.1","ENSG00000260471","AC009120.3"
"49604","ENSG00000260472.1","ENSG00000260472","AC074050.1"
"49605","ENSG00000260473.1","ENSG00000260473","AC068987.3"
"49606","ENSG00000260475.1","ENSG00000260475","AL353719.1"
"49607","ENSG00000260476.1","ENSG00000260476","AC104794.3"
"49608","ENSG00000260477.2","ENSG00000260477","LINC01584"
"49609","ENSG00000260478.1","ENSG00000260478","AC007333.1"
"49610","ENSG00000260479.1","ENSG00000260479","AC009145.1"
"49611","ENSG00000260480.1","ENSG00000260480","C2orf69P4"
"49612","ENSG00000260482.1","ENSG00000260482","AC008870.1"
"49613","ENSG00000260483.2","ENSG00000260483","AC015720.1"
"49614","ENSG00000260484.1","ENSG00000260484","AC131902.2"
"49615","ENSG00000260487.1","ENSG00000260487","AC116348.1"
"49616","ENSG00000260488.1","ENSG00000260488","AC007216.1"
"49617","ENSG00000260490.2","ENSG00000260490","MYL12BP1"
"49618","ENSG00000260492.1","ENSG00000260492","CISTR"
"49619","ENSG00000260493.1","ENSG00000260493","AC011773.4"
"49620","ENSG00000260494.1","ENSG00000260494","AC002310.3"
"49621","ENSG00000260495.1","ENSG00000260495","AC009148.1"
"49622","ENSG00000260496.2","ENSG00000260496","AC009041.1"
"49623","ENSG00000260497.1","ENSG00000260497","AC141846.1"
"49624","ENSG00000260498.1","ENSG00000260498","AC126696.3"
"49625","ENSG00000260500.1","ENSG00000260500","AC010336.2"
"49626","ENSG00000260504.1","ENSG00000260504","AC010551.1"
"49627","ENSG00000260505.1","ENSG00000260505","AC096644.4"
"49628","ENSG00000260506.1","ENSG00000260506","ENSG00000260506.1"
"49629","ENSG00000260507.1","ENSG00000260507","AC133919.1"
"49630","ENSG00000260509.2","ENSG00000260509","AL590787.1"
"49631","ENSG00000260510.1","ENSG00000260510","AC004381.1"
"49632","ENSG00000260511.1","ENSG00000260511","AC009145.2"
"49633","ENSG00000260514.1","ENSG00000260514","AC009086.1"
"49634","ENSG00000260515.1","ENSG00000260515","AC034229.2"
"49635","ENSG00000260516.2","ENSG00000260516","AC133548.1"
"49636","ENSG00000260517.1","ENSG00000260517","AC009093.2"
"49637","ENSG00000260518.1","ENSG00000260518","BMS1P8"
"49638","ENSG00000260519.1","ENSG00000260519","AC096734.2"
"49639","ENSG00000260520.1","ENSG00000260520","AC010547.3"
"49640","ENSG00000260521.2","ENSG00000260521","AC107976.1"
"49641","ENSG00000260522.1","ENSG00000260522","AC106785.1"
"49642","ENSG00000260523.1","ENSG00000260523","ENSG00000260523.1"
"49643","ENSG00000260524.1","ENSG00000260524","CYP3A52P"
"49644","ENSG00000260525.1","ENSG00000260525","AC140658.2"
"49645","ENSG00000260526.1","ENSG00000260526","AC109347.1"
"49646","ENSG00000260528.2","ENSG00000260528","FAM157C"
"49647","ENSG00000260530.1","ENSG00000260530","AC010551.2"
"49648","ENSG00000260532.1","ENSG00000260532","AL031598.1"
"49649","ENSG00000260534.1","ENSG00000260534","AC100827.3"
"49650","ENSG00000260536.1","ENSG00000260536","AL035071.2"
"49651","ENSG00000260537.1","ENSG00000260537","AC012184.2"
"49652","ENSG00000260539.1","ENSG00000260539","ENSG00000260539.1"
"49653","ENSG00000260540.2","ENSG00000260540","ABHD17AP8"
"49654","ENSG00000260541.1","ENSG00000260541","AL031722.1"
"49655","ENSG00000260542.1","ENSG00000260542","AL499627.1"
"49656","ENSG00000260545.1","ENSG00000260545","AC026771.1"
"49657","ENSG00000260548.1","ENSG00000260548","AL035425.2"
"49658","ENSG00000260549.1","ENSG00000260549","MT1L"
"49659","ENSG00000260550.2","ENSG00000260550","AC136618.1"
"49660","ENSG00000260551.1","ENSG00000260551","PWRN2"
"49661","ENSG00000260552.1","ENSG00000260552","AC023043.1"
"49662","ENSG00000260555.1","ENSG00000260555","AC092681.2"
"49663","ENSG00000260558.1","ENSG00000260558","AC018557.2"
"49664","ENSG00000260563.2","ENSG00000260563","AC132872.1"
"49665","ENSG00000260564.1","ENSG00000260564","AL161912.2"
"49666","ENSG00000260565.2","ENSG00000260565","ERVK13-1"
"49667","ENSG00000260566.2","ENSG00000260566","AC127459.1"
"49668","ENSG00000260568.1","ENSG00000260568","AC074050.2"
"49669","ENSG00000260569.2","ENSG00000260569","AC090398.1"
"49670","ENSG00000260570.1","ENSG00000260570","AC133550.1"
"49671","ENSG00000260571.1","ENSG00000260571","BNIP3P5"
"49672","ENSG00000260572.1","ENSG00000260572","AC069224.1"
"49673","ENSG00000260573.1","ENSG00000260573","AC007493.1"
"49674","ENSG00000260574.1","ENSG00000260574","AL360157.1"
"49675","ENSG00000260575.1","ENSG00000260575","AC133485.3"
"49676","ENSG00000260576.1","ENSG00000260576","EIF5A2P1"
"49677","ENSG00000260577.1","ENSG00000260577","AC126773.2"
"49678","ENSG00000260578.1","ENSG00000260578","AC110597.1"
"49679","ENSG00000260579.1","ENSG00000260579","AC024270.4"
"49680","ENSG00000260580.1","ENSG00000260580","AC009035.1"
"49681","ENSG00000260581.1","ENSG00000260581","AC011374.1"
"49682","ENSG00000260582.1","ENSG00000260582","TPST2P1"
"49683","ENSG00000260583.1","ENSG00000260583","AP000223.1"
"49684","ENSG00000260584.1","ENSG00000260584","AC142381.2"
"49685","ENSG00000260585.1","ENSG00000260585","AL359851.1"
"49686","ENSG00000260586.1","ENSG00000260586","AC064799.2"
"49687","ENSG00000260588.1","ENSG00000260588","AC027702.1"
"49688","ENSG00000260589.1","ENSG00000260589","STAM-AS1"
"49689","ENSG00000260590.1","ENSG00000260590","AC023824.2"
"49690","ENSG00000260591.1","ENSG00000260591","ENSG00000260591.1"
"49691","ENSG00000260592.1","ENSG00000260592","AC130456.3"
"49692","ENSG00000260593.1","ENSG00000260593","AC009097.2"
"49693","ENSG00000260594.1","ENSG00000260594","AC099313.1"
"49694","ENSG00000260597.1","ENSG00000260597","AC012531.1"
"49695","ENSG00000260598.1","ENSG00000260598","FRG2IP"
"49696","ENSG00000260599.1","ENSG00000260599","AC011467.1"
"49697","ENSG00000260600.1","ENSG00000260600","AC092125.1"
"49698","ENSG00000260601.1","ENSG00000260601","AC131391.1"
"49699","ENSG00000260602.2","ENSG00000260602","HMGN2P40"
"49700","ENSG00000260603.1","ENSG00000260603","AC133539.1"
"49701","ENSG00000260604.1","ENSG00000260604","AL590004.4"
"49702","ENSG00000260605.1","ENSG00000260605","AC027688.1"
"49703","ENSG00000260608.1","ENSG00000260608","AC024270.5"
"49704","ENSG00000260610.1","ENSG00000260610","AC142086.3"
"49705","ENSG00000260611.1","ENSG00000260611","AC106785.2"
"49706","ENSG00000260612.1","ENSG00000260612","AC009097.3"
"49707","ENSG00000260613.1","ENSG00000260613","Z98885.2"
"49708","ENSG00000260614.1","ENSG00000260614","AC007614.3"
"49709","ENSG00000260616.2","ENSG00000260616","AC007728.1"
"49710","ENSG00000260617.1","ENSG00000260617","AC138028.5"
"49711","ENSG00000260618.1","ENSG00000260618","AC025917.1"
"49712","ENSG00000260619.1","ENSG00000260619","AC068870.1"
"49713","ENSG00000260620.1","ENSG00000260620","AC027688.2"
"49714","ENSG00000260621.1","ENSG00000260621","AC092140.1"
"49715","ENSG00000260622.1","ENSG00000260622","AC073476.2"
"49716","ENSG00000260624.1","ENSG00000260624","AC018943.1"
"49717","ENSG00000260625.1","ENSG00000260625","AC026471.2"
"49718","ENSG00000260626.1","ENSG00000260626","AC136944.1"
"49719","ENSG00000260628.1","ENSG00000260628","AC142381.3"
"49720","ENSG00000260629.1","ENSG00000260629","BGLT3"
"49721","ENSG00000260630.2","ENSG00000260630","SNAI3-AS1"
"49722","ENSG00000260631.1","ENSG00000260631","RBM22P12"
"49723","ENSG00000260633.1","ENSG00000260633","AC010207.1"
"49724","ENSG00000260634.1","ENSG00000260634","AC012508.2"
"49725","ENSG00000260635.1","ENSG00000260635","AC092338.1"
"49726","ENSG00000260637.1","ENSG00000260637","ENSG00000260637.1"
"49727","ENSG00000260639.1","ENSG00000260639","AC025678.1"
"49728","ENSG00000260640.1","ENSG00000260640","AP003115.1"
"49729","ENSG00000260641.1","ENSG00000260641","AC114811.2"
"49730","ENSG00000260642.1","ENSG00000260642","AC139426.2"
"49731","ENSG00000260643.1","ENSG00000260643","AC092718.3"
"49732","ENSG00000260644.2","ENSG00000260644","HERC2P5"
"49733","ENSG00000260645.1","ENSG00000260645","AL359715.3"
"49734","ENSG00000260646.1","ENSG00000260646","AL031705.1"
"49735","ENSG00000260647.1","ENSG00000260647","AC127537.3"
"49736","ENSG00000260648.2","ENSG00000260648","AC020658.3"
"49737","ENSG00000260649.1","ENSG00000260649","AC133485.4"
"49738","ENSG00000260650.1","ENSG00000260650","AC010542.1"
"49739","ENSG00000260651.1","ENSG00000260651","AF213884.3"
"49740","ENSG00000260655.1","ENSG00000260655","ENSG00000260655.1"
"49741","ENSG00000260657.1","ENSG00000260657","AC107871.2"
"49742","ENSG00000260658.1","ENSG00000260658","AC138305.1"
"49743","ENSG00000260659.1","ENSG00000260659","AC009113.2"
"49744","ENSG00000260660.1","ENSG00000260660","AC113208.3"
"49745","ENSG00000260661.1","ENSG00000260661","AC116903.2"
"49746","ENSG00000260662.2","ENSG00000260662","AC138915.2"
"49747","ENSG00000260664.1","ENSG00000260664","AC004158.1"
"49748","ENSG00000260668.1","ENSG00000260668","AC093536.1"
"49749","ENSG00000260669.2","ENSG00000260669","AL096870.2"
"49750","ENSG00000260670.1","ENSG00000260670","AC134508.1"
"49751","ENSG00000260671.1","ENSG00000260671","AC010536.2"
"49752","ENSG00000260672.1","ENSG00000260672","AC100827.4"
"49753","ENSG00000260673.1","ENSG00000260673","AL034376.2"
"49754","ENSG00000260674.2","ENSG00000260674","AC026826.3"
"49755","ENSG00000260675.1","ENSG00000260675","AC109446.2"
"49756","ENSG00000260676.1","ENSG00000260676","LINC01541"
"49757","ENSG00000260677.1","ENSG00000260677","AL445531.1"
"49758","ENSG00000260678.1","ENSG00000260678","AC093249.3"
"49759","ENSG00000260680.1","ENSG00000260680","AGGF1P5"
"49760","ENSG00000260681.1","ENSG00000260681","AC130456.4"
"49761","ENSG00000260682.2","ENSG00000260682","RN7SKP176"
"49762","ENSG00000260683.1","ENSG00000260683","AL591643.1"
"49763","ENSG00000260685.1","ENSG00000260685","AC027104.1"
"49764","ENSG00000260686.1","ENSG00000260686","AC008669.1"
"49765","ENSG00000260687.1","ENSG00000260687","AC009104.3"
"49766","ENSG00000260688.1","ENSG00000260688","AC026470.2"
"49767","ENSG00000260689.2","ENSG00000260689","HNRNPA3P11"
"49768","ENSG00000260690.1","ENSG00000260690","CYCSP39"
"49769","ENSG00000260693.1","ENSG00000260693","AC026150.1"
"49770","ENSG00000260694.1","ENSG00000260694","AC009145.3"
"49771","ENSG00000260695.1","ENSG00000260695","AC022164.1"
"49772","ENSG00000260698.1","ENSG00000260698","AL591848.3"
"49773","ENSG00000260701.1","ENSG00000260701","AC025284.1"
"49774","ENSG00000260702.2","ENSG00000260702","AL031713.1"
"49775","ENSG00000260704.1","ENSG00000260704","LINC00543"
"49776","ENSG00000260706.1","ENSG00000260706","AC022166.1"
"49777","ENSG00000260708.1","ENSG00000260708","AL118516.1"
"49778","ENSG00000260710.1","ENSG00000260710","AC120498.4"
"49779","ENSG00000260711.1","ENSG00000260711","AL121839.2"
"49780","ENSG00000260714.1","ENSG00000260714","AC133552.1"
"49781","ENSG00000260715.1","ENSG00000260715","AC093536.2"
"49782","ENSG00000260719.1","ENSG00000260719","AC009133.3"
"49783","ENSG00000260720.1","ENSG00000260720","LINC01243"
"49784","ENSG00000260721.1","ENSG00000260721","AF067845.1"
"49785","ENSG00000260722.1","ENSG00000260722","VN1R67P"
"49786","ENSG00000260723.1","ENSG00000260723","AC007598.1"
"49787","ENSG00000260724.1","ENSG00000260724","AC023824.3"
"49788","ENSG00000260725.1","ENSG00000260725","AC005307.1"
"49789","ENSG00000260726.2","ENSG00000260726","AC023827.2"
"49790","ENSG00000260727.1","ENSG00000260727","SLC7A5P1"
"49791","ENSG00000260729.1","ENSG00000260729","AC009690.1"
"49792","ENSG00000260731.1","ENSG00000260731","KRT8P22"
"49793","ENSG00000260733.1","ENSG00000260733","AC046158.1"
"49794","ENSG00000260734.3","ENSG00000260734","AC010547.4"
"49795","ENSG00000260735.1","ENSG00000260735","AC139256.1"
"49796","ENSG00000260737.1","ENSG00000260737","LINC01227"
"49797","ENSG00000260738.1","ENSG00000260738","LINC00554"
"49798","ENSG00000260739.1","ENSG00000260739","AC010760.1"
"49799","ENSG00000260740.2","ENSG00000260740","AC026471.3"
"49800","ENSG00000260741.1","ENSG00000260741","AC099482.1"
"49801","ENSG00000260742.1","ENSG00000260742","AC009962.1"
"49802","ENSG00000260743.1","ENSG00000260743","AC007823.1"
"49803","ENSG00000260744.1","ENSG00000260744","AC007494.2"
"49804","ENSG00000260746.1","ENSG00000260746","KIF18BP1"
"49805","ENSG00000260747.1","ENSG00000260747","AC022968.1"
"49806","ENSG00000260750.1","ENSG00000260750","AC092720.1"
"49807","ENSG00000260751.2","ENSG00000260751","AC008870.2"
"49808","ENSG00000260755.1","ENSG00000260755","AC010542.2"
"49809","ENSG00000260756.1","ENSG00000260756","AC131649.1"
"49810","ENSG00000260757.1","ENSG00000260757","AC093520.1"
"49811","ENSG00000260758.1","ENSG00000260758","ENSG00000260758.1"
"49812","ENSG00000260759.1","ENSG00000260759","AP001120.1"
"49813","ENSG00000260760.1","ENSG00000260760","PWRN3"
"49814","ENSG00000260761.1","ENSG00000260761","AC106754.1"
"49815","ENSG00000260762.1","ENSG00000260762","ACSM5P1"
"49816","ENSG00000260763.1","ENSG00000260763","AC106799.3"
"49817","ENSG00000260764.1","ENSG00000260764","AC007224.1"
"49818","ENSG00000260765.2","ENSG00000260765","CES1P2"
"49819","ENSG00000260766.1","ENSG00000260766","AL513302.2"
"49820","ENSG00000260769.1","ENSG00000260769","ENSG00000260769"
"49821","ENSG00000260771.1","ENSG00000260771","AL138918.1"
"49822","ENSG00000260772.1","ENSG00000260772","AC012321.1"
"49823","ENSG00000260773.1","ENSG00000260773","AC055855.2"
"49824","ENSG00000260774.1","ENSG00000260774","AC021087.3"
"49825","ENSG00000260776.1","ENSG00000260776","AC104758.3"
"49826","ENSG00000260777.1","ENSG00000260777","AC061975.1"
"49827","ENSG00000260778.2","ENSG00000260778","AC009065.4"
"49828","ENSG00000260779.1","ENSG00000260779","AP001180.1"
"49829","ENSG00000260780.1","ENSG00000260780","AC087463.1"
"49830","ENSG00000260781.1","ENSG00000260781","ARHGAP23P1"
"49831","ENSG00000260782.1","ENSG00000260782","AC007225.1"
"49832","ENSG00000260784.1","ENSG00000260784","AC026150.2"
"49833","ENSG00000260785.1","ENSG00000260785","CASC17"
"49834","ENSG00000260786.1","ENSG00000260786","AC108099.1"
"49835","ENSG00000260787.1","ENSG00000260787","ENSG00000260787.1"
"49836","ENSG00000260788.1","ENSG00000260788","AC009063.2"
"49837","ENSG00000260790.1","ENSG00000260790","AC092338.2"
"49838","ENSG00000260792.1","ENSG00000260792","LINC02280"
"49839","ENSG00000260793.2","ENSG00000260793","AC003102.1"
"49840","ENSG00000260795.1","ENSG00000260795","AC093519.1"
"49841","ENSG00000260796.1","ENSG00000260796","AC145285.4"
"49842","ENSG00000260797.1","ENSG00000260797","AC106734.1"
"49843","ENSG00000260798.1","ENSG00000260798","AC099314.1"
"49844","ENSG00000260799.1","ENSG00000260799","KRT8P50"
"49845","ENSG00000260802.1","ENSG00000260802","LINC00890"
"49846","ENSG00000260803.1","ENSG00000260803","Z84723.1"
"49847","ENSG00000260804.2","ENSG00000260804","LINC01963"
"49848","ENSG00000260805.1","ENSG00000260805","AC092803.2"
"49849","ENSG00000260806.1","ENSG00000260806","AL163051.1"
"49850","ENSG00000260807.2","ENSG00000260807","AC009041.2"
"49851","ENSG00000260808.1","ENSG00000260808","AP003096.1"
"49852","ENSG00000260809.1","ENSG00000260809","VPS35P1"
"49853","ENSG00000260810.1","ENSG00000260810","AL135818.2"
"49854","ENSG00000260812.1","ENSG00000260812","RARRES2P7"
"49855","ENSG00000260814.2","ENSG00000260814","AC073657.1"
"49856","ENSG00000260815.3","ENSG00000260815","AC019294.3"
"49857","ENSG00000260816.1","ENSG00000260816","AC027279.1"
"49858","ENSG00000260817.2","ENSG00000260817","AC074051.4"
"49859","ENSG00000260818.2","ENSG00000260818","AC137527.1"
"49860","ENSG00000260822.1","ENSG00000260822","AC004656.1"
"49861","ENSG00000260823.1","ENSG00000260823","AC026461.3"
"49862","ENSG00000260824.1","ENSG00000260824","ENSG00000260824.1"
"49863","ENSG00000260827.1","ENSG00000260827","AC138869.3"
"49864","ENSG00000260828.1","ENSG00000260828","AC018552.3"
"49865","ENSG00000260830.1","ENSG00000260830","AL135744.1"
"49866","ENSG00000260831.1","ENSG00000260831","ENSG00000260831.1"
"49867","ENSG00000260832.1","ENSG00000260832","AC125793.1"
"49868","ENSG00000260833.2","ENSG00000260833","ENSG00000260833.2"
"49869","ENSG00000260834.1","ENSG00000260834","AC009055.2"
"49870","ENSG00000260835.1","ENSG00000260835","AC007223.1"
"49871","ENSG00000260836.1","ENSG00000260836","AC245033.1"
"49872","ENSG00000260837.1","ENSG00000260837","ENSG00000260837.1"
"49873","ENSG00000260838.2","ENSG00000260838","AC022893.2"
"49874","ENSG00000260840.1","ENSG00000260840","LINC01964"
"49875","ENSG00000260841.1","ENSG00000260841","ENSG00000260841.1"
"49876","ENSG00000260844.2","ENSG00000260844","AC055876.4"
"49877","ENSG00000260845.1","ENSG00000260845","AC138907.2"
"49878","ENSG00000260846.2","ENSG00000260846","FRG2HP"
"49879","ENSG00000260847.1","ENSG00000260847","AC133485.5"
"49880","ENSG00000260848.1","ENSG00000260848","AC092114.1"
"49881","ENSG00000260850.1","ENSG00000260850","AC087564.1"
"49882","ENSG00000260851.2","ENSG00000260851","AC010542.3"
"49883","ENSG00000260852.1","ENSG00000260852","FBXL19-AS1"
"49884","ENSG00000260853.1","ENSG00000260853","AC109460.2"
"49885","ENSG00000260854.1","ENSG00000260854","LINC02184"
"49886","ENSG00000260855.1","ENSG00000260855","AL591848.4"
"49887","ENSG00000260857.2","ENSG00000260857","AC018558.1"
"49888","ENSG00000260858.1","ENSG00000260858","AC010551.3"
"49889","ENSG00000260859.1","ENSG00000260859","AC025280.1"
"49890","ENSG00000260860.2","ENSG00000260860","AC126773.3"
"49891","ENSG00000260861.2","ENSG00000260861","AL049634.2"
"49892","ENSG00000260862.1","ENSG00000260862","AC099506.1"
"49893","ENSG00000260863.1","ENSG00000260863","CYP2C60P"
"49894","ENSG00000260864.1","ENSG00000260864","ABHD17AP7"
"49895","ENSG00000260865.1","ENSG00000260865","AC010287.1"
"49896","ENSG00000260866.1","ENSG00000260866","AC138915.3"
"49897","ENSG00000260867.1","ENSG00000260867","AC009107.1"
"49898","ENSG00000260868.1","ENSG00000260868","LINC01960"
"49899","ENSG00000260869.1","ENSG00000260869","AC002310.4"
"49900","ENSG00000260870.1","ENSG00000260870","NDUFB10P1"
"49901","ENSG00000260871.1","ENSG00000260871","AC093510.2"
"49902","ENSG00000260872.1","ENSG00000260872","ENSG00000260872.1"
"49903","ENSG00000260874.1","ENSG00000260874","AC106820.5"
"49904","ENSG00000260876.1","ENSG00000260876","LINC01229"
"49905","ENSG00000260877.1","ENSG00000260877","AP005233.2"
"49906","ENSG00000260878.1","ENSG00000260878","AC104072.1"
"49907","ENSG00000260879.1","ENSG00000260879","AL359258.2"
"49908","ENSG00000260880.2","ENSG00000260880","HCCAT5"
"49909","ENSG00000260882.1","ENSG00000260882","AC026458.1"
"49910","ENSG00000260883.1","ENSG00000260883","VN1R65P"
"49911","ENSG00000260884.1","ENSG00000260884","AC009120.4"
"49912","ENSG00000260886.1","ENSG00000260886","TAT-AS1"
"49913","ENSG00000260887.1","ENSG00000260887","CASC22"
"49914","ENSG00000260889.1","ENSG00000260889","CKBP1"
"49915","ENSG00000260891.1","ENSG00000260891","AC020978.4"
"49916","ENSG00000260892.1","ENSG00000260892","AC105020.4"
"49917","ENSG00000260894.1","ENSG00000260894","AC027682.3"
"49918","ENSG00000260895.1","ENSG00000260895","AP003071.1"
"49919","ENSG00000260896.1","ENSG00000260896","LINC02170"
"49920","ENSG00000260897.1","ENSG00000260897","DNM1P30"
"49921","ENSG00000260898.1","ENSG00000260898","ADPGK-AS1"
"49922","ENSG00000260899.1","ENSG00000260899","AC106886.2"
"49923","ENSG00000260900.1","ENSG00000260900","AC145350.3"
"49924","ENSG00000260902.1","ENSG00000260902","LINC02011"
"49925","ENSG00000260903.2","ENSG00000260903","XKR7"
"49926","ENSG00000260905.1","ENSG00000260905","AC009021.1"
"49927","ENSG00000260907.1","ENSG00000260907","AC015818.2"
"49928","ENSG00000260908.1","ENSG00000260908","AC009093.3"
"49929","ENSG00000260909.1","ENSG00000260909","AC012186.1"
"49930","ENSG00000260910.1","ENSG00000260910","LINC00565"
"49931","ENSG00000260911.1","ENSG00000260911","AC135050.3"
"49932","ENSG00000260912.1","ENSG00000260912","AL158206.1"
"49933","ENSG00000260913.1","ENSG00000260913","LINC01254"
"49934","ENSG00000260914.2","ENSG00000260914","AC026464.4"
"49935","ENSG00000260916.1","ENSG00000260916","CCPG1"
"49936","ENSG00000260917.1","ENSG00000260917","AL158212.3"
"49937","ENSG00000260918.1","ENSG00000260918","AC107398.3"
"49938","ENSG00000260919.1","ENSG00000260919","AC100835.1"
"49939","ENSG00000260920.1","ENSG00000260920","AL031985.3"
"49940","ENSG00000260921.1","ENSG00000260921","AC142086.4"
"49941","ENSG00000260922.1","ENSG00000260922","AC009139.1"
"49942","ENSG00000260923.1","ENSG00000260923","LINC02193"
"49943","ENSG00000260924.2","ENSG00000260924","LINC01311"
"49944","ENSG00000260926.2","ENSG00000260926","AC016134.1"
"49945","ENSG00000260927.1","ENSG00000260927","AC009107.2"
"49946","ENSG00000260928.2","ENSG00000260928","SPCS2P1"
"49947","ENSG00000260929.1","ENSG00000260929","ENSG00000260929.1"
"49948","ENSG00000260930.1","ENSG00000260930","LINC01416"
"49949","ENSG00000260931.1","ENSG00000260931","ENSG00000260931.1"
"49950","ENSG00000260932.1","ENSG00000260932","AC009119.3"
"49951","ENSG00000260933.1","ENSG00000260933","AC091489.2"
"49952","ENSG00000260934.1","ENSG00000260934","AC130456.5"
"49953","ENSG00000260936.1","ENSG00000260936","ENSG00000260936.1"
"49954","ENSG00000260937.1","ENSG00000260937","AC025272.1"
"49955","ENSG00000260938.1","ENSG00000260938","ENSG00000260938.1"
"49956","ENSG00000260939.1","ENSG00000260939","AC007346.2"
"49957","ENSG00000260940.1","ENSG00000260940","AL109741.3"
"49958","ENSG00000260941.1","ENSG00000260941","LINC00622"
"49959","ENSG00000260942.1","ENSG00000260942","CAPN10-AS1"
"49960","ENSG00000260943.1","ENSG00000260943","AC079630.2"
"49961","ENSG00000260944.1","ENSG00000260944","FOXC2-AS1"
"49962","ENSG00000260945.1","ENSG00000260945","AC109495.1"
"49963","ENSG00000260946.1","ENSG00000260946","ENSG00000260946.1"
"49964","ENSG00000260947.1","ENSG00000260947","AL356489.2"
"49965","ENSG00000260948.1","ENSG00000260948","AL390195.2"
"49966","ENSG00000260949.1","ENSG00000260949","AP006545.1"
"49967","ENSG00000260951.1","ENSG00000260951","AC003985.2"
"49968","ENSG00000260953.1","ENSG00000260953","AC009093.4"
"49969","ENSG00000260954.1","ENSG00000260954","AL133297.1"
"49970","ENSG00000260955.2","ENSG00000260955","AC100821.2"
"49971","ENSG00000260957.1","ENSG00000260957","AC126323.5"
"49972","ENSG00000260958.2","ENSG00000260958","AC023824.4"
"49973","ENSG00000260959.1","ENSG00000260959","AC087463.2"
